中文简称,地区码,区域名称,上级区域编码,
无定河镇,150626104,无定河镇,150626,
苏力德苏木乡,150626200,苏力德苏木乡,150626,
阿勒腾席热镇,150627100,阿勒腾席热镇,150627,
札萨克镇,150627101,札萨克镇,150627,
乌兰木伦镇,150627102,乌兰木伦镇,150627,
纳林陶亥镇,150627103,纳林陶亥镇,150627,
苏布尔嘎镇,150627104,苏布尔嘎镇,150627,
红庆河镇,150627105,红庆河镇,150627,
伊金霍洛镇,150627106,伊金霍洛镇,150627,
正阳街道,150702001,正阳街道,150702,
健康街道,150702002,健康街道,150702,
靠山街道,150702003,靠山街道,150702,
胜利街道,150702004,胜利街道,150702,
呼伦街道,150702005,呼伦街道,150702,
建设街道,150702007,建设街道,150702,
哈克镇,150702100,哈克镇,150702,
奋斗镇,150702101,奋斗镇,150702,
第三街道,150703001,第三街道,150703,
第一街道,150703002,第一街道,150703,
第二街道,150703003,第二街道,150703,
第四街道,150703004,第四街道,150703,
第五街道,150703005,第五街道,150703,
灵泉街道,150703006,灵泉街道,150703,
那吉镇,150721100,那吉镇,150721,
六合镇,150721101,六合镇,150721,
亚东镇,150721102,亚东镇,150721,
霍尔奇镇,150721103,霍尔奇镇,150721,
向阳峪镇,150721104,向阳峪镇,150721,
三岔河镇,150721105,三岔河镇,150721,
复兴镇,150721106,复兴镇,150721,
得力其鄂温克民族乡,150721200,得力其鄂温克民族乡,150721,
查巴奇鄂温克民族乡,150721201,查巴奇鄂温克民族乡,150721,
音河达斡尔鄂温克民族乡,150721202,音河达斡尔鄂温克民族乡,150721,
新发朝鲜民族乡,150721203,新发朝鲜民族乡,150721,
那吉屯农场,150721400,那吉屯农场,150721,
格尼河农场,150721401,格尼河农场,150721,
阿荣旗林业局,150721402,阿荣旗林业局,150721,
尼尔基镇,150722100,尼尔基镇,150722,
红彦镇,150722101,红彦镇,150722,
宝山镇,150722102,宝山镇,150722,
哈达阳镇,150722103,哈达阳镇,150722,
阿尔拉镇,150722104,阿尔拉镇,150722,
汉古尔河镇,150722105,汉古尔河镇,150722,
西瓦尔图镇,150722106,西瓦尔图镇,150722,
腾克镇,150722108,腾克镇,150722,
奎勒河镇,150722109,奎勒河镇,150722,
塔温敖宝镇,150722110,塔温敖宝镇,150722,
巴彦鄂温克民族乡,150722200,巴彦鄂温克民族乡,150722,
库如奇乡,150722201,库如奇乡,150722,
杜拉尔鄂温克民族乡,150722203,杜拉尔鄂温克民族乡,150722,
国营甘河农场,150722400,国营甘河农场,150722,
国营巴彦农场,150722401,国营巴彦农场,150722,
国营欧肯河农场,150722402,国营欧肯河农场,150722,
国营东方红农场,150722403,国营东方红农场,150722,
阿里河镇,150723100,阿里河镇,150723,
大杨树镇,150723101,大杨树镇,150723,
甘河镇,150723102,甘河镇,150723,
吉文镇,150723103,吉文镇,150723,
诺敏镇,150723104,诺敏镇,150723,
乌鲁布铁镇,150723105,乌鲁布铁镇,150723,
宜里镇,150723106,宜里镇,150723,
克一河镇,150723107,克一河镇,150723,
小扬气镇,150723108,小扬气镇,150723,
劲松镇,150723109,劲松镇,150723,
古源镇,150723110,古源镇,150723,
古里乡,150723200,古里乡,150723,
托扎敏乡,150723201,托扎敏乡,150723,
大兴安岭管理局诺敏河农场,150723400,大兴安岭管理局诺敏河农场,150723,
大兴安岭农场宜里农场,150723401,大兴安岭农场宜里农场,150723,
大兴安岭农场管理局扎赉河农场,150723402,大兴安岭农场管理局扎赉河农场,150723,
大兴安岭农场管理局古里农场,150723403,大兴安岭农场管理局古里农场,150723,
大杨树林业局,150723406,大杨树林业局,150723,
甘河林业局,150723407,甘河林业局,150723,
克一河林业局,150723408,克一河林业局,150723,
吉文林业局,150723409,吉文林业局,150723,
阿里河林业局,150723410,阿里河林业局,150723,
大兴安岭农工商联合公司,150723411,大兴安岭农工商联合公司,150723,
大兴安岭农场管理局东方红农场,150723412,大兴安岭农场管理局东方红农场,150723,
大兴安岭农场管理局欧肯河农场,150723413,大兴安岭农场管理局欧肯河农场,150723,
大兴安岭林管局毕拉河林业局,150723414,大兴安岭林管局毕拉河林业局,150723,
大兴安岭林管局伊图里河林业局,150723415,大兴安岭林管局伊图里河林业局,150723,
大兴安岭林管局库都尔林业局,150723416,大兴安岭林管局库都尔林业局,150723,
大兴安岭林管局乌尔其汗林业局,150723417,大兴安岭林管局乌尔其汗林业局,150723,
巴彦托海镇,150724100,巴彦托海镇,150724,
大雁镇,150724110,大雁镇,150724,
伊敏河镇,150724111,伊敏河镇,150724,
红花尔基镇,150724112,红花尔基镇,150724,
巴彦查岗苏木乡,150724210,巴彦查岗苏木乡,150724,
锡尼河西苏木乡,150724211,锡尼河西苏木乡,150724,
锡尼河东苏木乡,150724212,锡尼河东苏木乡,150724,
巴彦塔拉达斡尔民族乡,150724213,巴彦塔拉达斡尔民族乡,150724,
伊敏苏木乡,150724214,伊敏苏木乡,150724,
辉苏木乡,150724215,辉苏木乡,150724,
巴彦托海经济开发区,150724400,巴彦托海经济开发区,150724,
伊敏河高载能工业园区,150724401,伊敏河高载能工业园区,150724,
大雁马铃薯高新技术示范园区,150724402,大雁马铃薯高新技术示范园区,150724,
呼伦贝尔新城区,150724403,呼伦贝尔新城区,150724,
陈旗巴彦库仁镇,150725100,陈旗巴彦库仁镇,150725,
陈旗宝日希勒镇,150725101,陈旗宝日希勒镇,150725,
陈旗呼和诺尔镇,150725102,陈旗呼和诺尔镇,150725,
陈旗西乌珠尔苏木乡,150725200,陈旗西乌珠尔苏木乡,150725,
陈旗鄂温克民族苏木乡,150725201,陈旗鄂温克民族苏木乡,150725,
陈旗东乌珠尔苏木乡,150725202,陈旗东乌珠尔苏木乡,150725,
陈旗巴彦哈达苏木乡,150725203,陈旗巴彦哈达苏木乡,150725,
陈巴尔虎旗国营哈图达牧场,150725501,陈巴尔虎旗国营哈图达牧场,150725,
陈旗国营浩特陶海农牧场,150725502,陈旗国营浩特陶海农牧场,150725,
陈旗国营特泥河牧场,150725503,陈旗国营特泥河牧场,150725,
嵯岗镇,150726101,嵯岗镇,150726,
阿木古郎镇,150726102,阿木古郎镇,150726,
新宝力格苏木乡,150726202,新宝力格苏木乡,150726,
乌布尔宝力格苏木乡,150726203,乌布尔宝力格苏木乡,150726,
罕达盖苏木乡,150726204,罕达盖苏木乡,150726,
吉布胡郎图苏木乡,150726205,吉布胡郎图苏木乡,150726,
甘珠尔苏木乡,150726206,甘珠尔苏木乡,150726,
嵯岗双娃牧场,150726400,嵯岗双娃牧场,150726,
阿拉坦额莫勒镇,150727100,阿拉坦额莫勒镇,150727,
阿日哈沙特镇,150727101,阿日哈沙特镇,150727,
呼伦镇,150727102,呼伦镇,150727,
贝尔苏木乡,150727200,贝尔苏木乡,150727,
克尔伦苏木乡,150727201,克尔伦苏木乡,150727,
达赉苏木乡,150727202,达赉苏木乡,150727,
宝格德乌拉苏木乡,150727203,宝格德乌拉苏木乡,150727,
敖尔金牧场,150727500,敖尔金牧场,150727,
东山街道,150781001,东山街道,150781,
道南街道,150781002,道南街道,150781,
道北街道,150781003,道北街道,150781,
兴华街道,150781004,兴华街道,150781,
新开河街道,150781011,新开河街道,150781,
胜利街道,150782001,胜利街道,150782,
红旗街道,150782002,红旗街道,150782,
新工街道,150782003,新工街道,150782,
永兴街道,150782004,永兴街道,150782,
建设街道,150782005,建设街道,150782,
暖泉街道,150782006,暖泉街道,150782,
东兴街道,150782007,东兴街道,150782,
免渡河镇,150782100,免渡河镇,150782,
博克图镇,150782101,博克图镇,150782,
绰河源镇,150782102,绰河源镇,150782,
乌尔其汉镇,150782103,乌尔其汉镇,150782,
库都尔镇,150782104,库都尔镇,150782,
图里河镇,150782105,图里河镇,150782,
乌奴耳镇,150782106,乌奴耳镇,150782,
塔尔气镇,150782107,塔尔气镇,150782,
伊图里河镇,150782108,伊图里河镇,150782,
莫拐农场,150782400,莫拐农场,150782,
牙克石农场,150782401,牙克石农场,150782,
免渡河农场,150782402,免渡河农场,150782,
兴华街道,150783001,兴华街道,150783,
正阳街道,150783002,正阳街道,150783,
繁荣街道,150783003,繁荣街道,150783,
向阳街道,150783004,向阳街道,150783,
高台子街道,150783005,高台子街道,150783,
铁东街道,150783006,铁东街道,150783,
河西街道,150783007,河西街道,150783,
磨菇气镇,150783100,磨菇气镇,150783,
卧牛河镇,150783102,卧牛河镇,150783,
成吉思汗镇,150783103,成吉思汗镇,150783,
大河湾镇,150783104,大河湾镇,150783,
浩饶山镇,150783105,浩饶山镇,150783,
柴河镇,150783106,柴河镇,150783,
中和镇,150783107,中和镇,150783,
哈多河镇,150783108,哈多河镇,150783,
达斡尔民族乡,150783200,达斡尔民族乡,150783,
鄂伦春民族乡,150783201,鄂伦春民族乡,150783,
萨马街鄂温克民族乡,150783202,萨马街鄂温克民族乡,150783,
洼堤乡,150783203,洼堤乡,150783,
大河湾农场,150783400,大河湾农场,150783,
绰尔河农场,150783401,绰尔河农场,150783,
扎兰屯马场,150783402,扎兰屯马场,150783,
成吉思汗牧场,150783403,成吉思汗牧场,150783,
公安部后勤供应处农场,150783404,公安部后勤供应处农场,150783,
南木林业局,150783405,南木林业局,150783,
柴河林业局,150783406,柴河林业局,150783,
扎兰屯市林业局,150783407,扎兰屯市林业局,150783,
市原种场,150783408,市原种场,150783,
拉布达林街道,150784001,拉布达林街道,150784,
上库力街道,150784002,上库力街道,150784,
黑山头镇,150784101,黑山头镇,150784,
莫尔道嘎镇,150784103,莫尔道嘎镇,150784,
恩和哈达镇,150784104,恩和哈达镇,150784,
三河回族乡,150784200,三河回族乡,150784,
恩和俄罗斯族民族乡,150784210,恩和俄罗斯族民族乡,150784,
蒙兀室韦苏木乡,150784211,蒙兀室韦苏木乡,150784,
奇乾乡,150784212,奇乾乡,150784,
海拉尔农垦集团有限公司拉布大林农场分公司,150784400,海拉尔农垦集团有限公司拉布大林农场分公司,150784,
三河金_农牧有限责任公司,150784401,三河金_农牧有限责任公司,150784,
海拉尔农垦集团有限责任公司上库力农场分公司,150784402,海拉尔农垦集团有限责任公司上库力农场分公司,150784,
海拉尔农垦集团有限责任公司苏沁牧场分公司,150784403,海拉尔农垦集团有限责任公司苏沁牧场分公司,150784,
河东街道,150785001,河东街道,150785,
河西街道,150785002,河西街道,150785,
森工街道,150785003,森工街道,150785,
金河镇,150785101,金河镇,150785,
阿龙山镇,150785102,阿龙山镇,150785,
满归镇,150785103,满归镇,150785,
得耳布尔镇,150785104,得耳布尔镇,150785,
敖鲁古雅乡,150785200,敖鲁古雅乡,150785,
团结街道,150802001,团结街道,150802,
车站街道,150802002,车站街道,150802,
先锋街道,150802003,先锋街道,150802,
解放街道,150802004,解放街道,150802,
新华街道,150802005,新华街道,150802,
东环路街道,150802006,东环路街道,150802,
铁南街道,150802007,铁南街道,150802,
西环路街道,150802008,西环路街道,150802,
北环路街道,150802009,北环路街道,150802,
狼山镇,150802100,狼山镇,150802,
新华镇,150802101,新华镇,150802,
干召庙镇,150802102,干召庙镇,150802,
乌兰图克镇,150802103,乌兰图克镇,150802,
双河镇,150802104,双河镇,150802,
城关镇,150802105,城关镇,150802,
白脑包镇,150802106,白脑包镇,150802,
曙光乡,150802200,曙光乡,150802,
八一乡,150802201,八一乡,150802,
狼山农场,150802400,狼山农场,150802,
临河农场,150802401,临河农场,150802,
金川街道,150802402,金川街道,150802,
汇丰街道,150802403,汇丰街道,150802,
隆兴昌镇,150821100,隆兴昌镇,150821,
塔尔湖镇,150821101,塔尔湖镇,150821,
套海镇,150821102,套海镇,150821,
新公中镇,150821103,新公中镇,150821,
天吉太镇,150821104,天吉太镇,150821,
胜丰镇,150821105,胜丰镇,150821,
银定图镇,150821106,银定图镇,150821,
复兴镇,150821107,复兴镇,150821,
和胜乡,150821200,和胜乡,150821,
巴彦淖尔市场建丰农场,150821400,巴彦淖尔市场建丰农场,150821,
内蒙古东土城劳动教养管理所,150821401,内蒙古东土城劳动教养管理所,150821,
巴彦高勒镇,150822100,巴彦高勒镇,150822,
隆盛合镇,150822101,隆盛合镇,150822,
渡口镇,150822102,渡口镇,150822,
补隆淖镇,150822103,补隆淖镇,150822,
沙金套海苏木乡,150822200,沙金套海苏木乡,150822,
乌兰布和农场,150822500,乌兰布和农场,150822,
巴彦套海农场,150822501,巴彦套海农场,150822,
哈腾套海农场,150822502,哈腾套海农场,150822,
包尔盖农场,150822503,包尔盖农场,150822,
纳林套海农场,150822504,纳林套海农场,150822,
沙漠林业实验中心农场,150822505,沙漠林业实验中心农场,150822,
乌拉山镇,150823100,乌拉山镇,150823,
白彦花镇,150823101,白彦花镇,150823,
先锋镇,150823102,先锋镇,150823,
新安镇,150823103,新安镇,150823,
西小召镇,150823104,西小召镇,150823,
大佘太镇,150823105,大佘太镇,150823,
明安镇,150823106,明安镇,150823,
小佘太镇,150823107,小佘太镇,150823,
苏独仑镇,150823108,苏独仑镇,150823,
额尔登布拉格苏木乡,150823200,额尔登布拉格苏木乡,150823,
沙德格苏木乡,150823201,沙德格苏木乡,150823,
巴彦淖尔市中滩农场,150823400,巴彦淖尔市中滩农场,150823,
巴彦淖尔市西山咀农场,150823401,巴彦淖尔市西山咀农场,150823,
巴彦淖尔市新安农场,150823402,巴彦淖尔市新安农场,150823,
巴彦淖尔市苏独仑农场,150823403,巴彦淖尔市苏独仑农场,150823,
巴彦淖尔市大佘太牧场,150823404,巴彦淖尔市大佘太牧场,150823,
巴彦淖尔市乌梁素海渔场,150823405,巴彦淖尔市乌梁素海渔场,150823,
海流图镇,150824100,海流图镇,150824,
乌加河镇,150824101,乌加河镇,150824,
德岭山镇,150824102,德岭山镇,150824,
石哈河镇,150824103,石哈河镇,150824,
甘其毛都镇,150824104,甘其毛都镇,150824,
温更镇,150824105,温更镇,150824,
呼鲁斯太苏木乡,150824200,呼鲁斯太苏木乡,150824,
川井苏木乡,150824201,川井苏木乡,150824,
巴音乌兰苏木乡,150824202,巴音乌兰苏木乡,150824,
新忽热苏木乡,150824203,新忽热苏木乡,150824,
牧羊海牧场,150824400,牧羊海牧场,150824,
同和太种畜场,150824401,同和太种畜场,150824,
巴音宝力格镇,150825100,巴音宝力格镇,150825,
呼和温都尔镇,150825101,呼和温都尔镇,150825,
潮格温都尔镇,150825102,潮格温都尔镇,150825,
获各琦苏木乡,150825200,获各琦苏木乡,150825,
巴音前达门苏木乡,150825201,巴音前达门苏木乡,150825,
乌盖苏木乡,150825202,乌盖苏木乡,150825,
陕坝镇,150826100,陕坝镇,150826,
头道桥镇,150826101,头道桥镇,150826,
二道桥镇,150826102,二道桥镇,150826,
三道桥镇,150826103,三道桥镇,150826,
蛮会镇,150826104,蛮会镇,150826,
团结镇,150826105,团结镇,150826,
双庙镇,150826106,双庙镇,150826,
沙海镇,150826107,沙海镇,150826,
蒙海镇,150826108,蒙海镇,150826,
太阳庙农场,150826500,太阳庙农场,150826,
新体路街道,150902001,新体路街道,150902,
桥东街道,150902002,桥东街道,150902,
前进路街道,150902003,前进路街道,150902,
常青街道,150902004,常青街道,150902,
虎山街道,150902005,虎山街道,150902,
桥西街道,150902006,桥西街道,150902,
新华街街道,150902007,新华街街道,150902,
泉山街道,150902008,泉山街道,150902,
白海子镇,150902105,白海子镇,150902,
马莲渠乡,150902205,马莲渠乡,150902,
卓资山镇,150921106,卓资山镇,150921,
旗下营镇,150921107,旗下营镇,150921,
卓资县十八台镇,150921108,卓资县十八台镇,150921,
卓资县巴音锡勒镇,150921109,卓资县巴音锡勒镇,150921,
卓资县梨花镇,150921110,卓资县梨花镇,150921,
卓资县大榆树乡,150921210,卓资县大榆树乡,150921,
卓资县红召乡,150921211,卓资县红召乡,150921,
卓资县复兴乡,150921212,卓资县复兴乡,150921,
化德县长顺镇,150922103,化德县长顺镇,150922,
化德县朝阳镇,150922104,化德县朝阳镇,150922,
化德县七号镇,150922105,化德县七号镇,150922,
化德县德包图乡,150922200,化德县德包图乡,150922,
化德县公腊胡洞乡,150922201,化德县公腊胡洞乡,150922,
化德县白音特拉乡,150922218,化德县白音特拉乡,150922,
七台镇,150923101,七台镇,150923,
十八顷镇,150923102,十八顷镇,150923,
大黑沙土镇,150923103,大黑沙土镇,150923,
西井子镇,150923104,西井子镇,150923,
屯垦队镇,150923105,屯垦队镇,150923,
小海子镇,150923106,小海子镇,150923,
大库伦乡,150923200,大库伦乡,150923,
卯都乡,150923201,卯都乡,150923,
玻璃忽镜乡,150923202,玻璃忽镜乡,150923,
三大顷乡,150923203,三大顷乡,150923,
城关镇,150924106,城关镇,150924,
张皋镇,150924107,张皋镇,150924,
赛乌素镇,150924108,赛乌素镇,150924,
鄂尔栋镇,150924109,鄂尔栋镇,150924,
店子镇,150924110,店子镇,150924,
大库联乡,150924209,大库联乡,150924,
民族团结乡,150924210,民族团结乡,150924,
大同夭乡,150924211,大同夭乡,150924,
五股泉乡,150924212,五股泉乡,150924,
南部矿区管委会,150924400,南部矿区管委会,150924,
岱海镇,150925103,岱海镇,150925,
六苏木乡镇,150925104,六苏木乡镇,150925,
麦胡图镇,150925105,麦胡图镇,150925,
永兴镇,150925106,永兴镇,150925,
蛮汉镇,150925107,蛮汉镇,150925,
天成乡,150925218,天成乡,150925,
曹碾满族乡,150925219,曹碾满族乡,150925,
厂汉营乡,150925220,厂汉营乡,150925,
岱海循环工业发展区,150925400,岱海循环工业发展区,150925,
蛮汉山林场,150925401,蛮汉山林场,150925,
岱海林场,150925402,岱海林场,150925,
岱海旅游区街道,150925403,岱海旅游区街道,150925,
土贵乌拉镇,150926105,土贵乌拉镇,150926,
平地泉镇,150926106,平地泉镇,150926,
玫瑰营镇,150926107,玫瑰营镇,150926,
巴音塔拉镇,150926108,巴音塔拉镇,150926,
黄旗海镇,150926109,黄旗海镇,150926,
乌拉哈乌拉乡,150926209,乌拉哈乌拉乡,150926,
黄茂营乡,150926210,黄茂营乡,150926,
三岔口乡,150926211,三岔口乡,150926,
老圈沟乡,150926212,老圈沟乡,150926,
察右前旗天皮山冶金化工工业园区,150926400,察右前旗天皮山冶金化工工业园区,150926,
察右前旗察哈尔工业园区,150926401,察右前旗察哈尔工业园区,150926,
科布尔镇,150927103,科布尔镇,150927,
铁沙盖镇,150927104,铁沙盖镇,150927,
黄羊城镇,150927105,黄羊城镇,150927,
广益隆镇,150927106,广益隆镇,150927,
乌素图镇,150927107,乌素图镇,150927,
大滩乡,150927216,大滩乡,150927,
宏盘乡,150927217,宏盘乡,150927,
巴音乡,150927218,巴音乡,150927,
库联苏木乡,150927219,库联苏木乡,150927,
乌兰哈页苏木乡,150927220,乌兰哈页苏木乡,150927,
察右中旗土城子乡,150927221,察右中旗土城子乡,150927,
辉腾锡勒园区,150927400,辉腾锡勒园区,150927,
白音察干镇,150928105,白音察干镇,150928,
察哈尔右翼后旗土牧尔台镇,150928106,察哈尔右翼后旗土牧尔台镇,150928,
察哈尔右翼后旗红格尔图镇,150928107,察哈尔右翼后旗红格尔图镇,150928,
察哈尔右翼后旗贲红镇,150928108,察哈尔右翼后旗贲红镇,150928,
察哈尔右翼后旗大六号镇,150928109,察哈尔右翼后旗大六号镇,150928,
察哈尔右翼后旗当郎忽洞苏木乡,150928209,察哈尔右翼后旗当郎忽洞苏木乡,150928,
察哈尔右翼后旗乌兰哈达苏木乡,150928210,察哈尔右翼后旗乌兰哈达苏木乡,150928,
察哈尔右翼后旗锡勒乡,150928211,察哈尔右翼后旗锡勒乡,150928,
四子王旗乌兰花镇,150929100,四子王旗乌兰花镇,150929,
四子王旗吉生太镇,150929101,四子王旗吉生太镇,150929,
四子王旗库伦图镇,150929102,四子王旗库伦图镇,150929,
四子王旗供济堂镇,150929103,四子王旗供济堂镇,150929,
四子王旗白音朝克图镇,150929104,四子王旗白音朝克图镇,150929,
四子王旗红格尔苏木乡,150929200,四子王旗红格尔苏木乡,150929,
四子王旗江岸苏木乡,150929201,四子王旗江岸苏木乡,150929,
四子王旗查干补力格苏木乡,150929202,四子王旗查干补力格苏木乡,150929,
四子王旗脑木更苏木乡,150929203,四子王旗脑木更苏木乡,150929,
四子王旗东八号乡,150929204,四子王旗东八号乡,150929,
四子王旗忽鸡图乡,150929205,四子王旗忽鸡图乡,150929,
四子王旗大黑河乡,150929206,四子王旗大黑河乡,150929,
四子王旗巴音敖包苏木乡,150929207,四子王旗巴音敖包苏木乡,150929,
四子王旗乌兰牧场,150929400,四子王旗乌兰牧场,150929,
新城区街道,150981005,新城区街道,150981,
旧城区街道,150981006,旧城区街道,150981,
北城区街道,150981007,北城区街道,150981,
工业区街道,150981008,工业区街道,150981,
南城区街道,150981009,南城区街道,150981,
隆盛庄镇,150981107,隆盛庄镇,150981,
黑土台镇,150981108,黑土台镇,150981,
红砂坝镇,150981109,红砂坝镇,150981,
巨宝庄镇,150981110,巨宝庄镇,150981,
三义泉镇,150981111,三义泉镇,150981,
浑源窑乡,150981207,浑源窑乡,150981,
元山子乡,150981208,元山子乡,150981,
官屯堡乡,150981209,官屯堡乡,150981,
爱国街道,152201001,爱国街道,152201,
和平街道,152201002,和平街道,152201,
兴安街道,152201003,兴安街道,152201,
胜利街道,152201004,胜利街道,152201,
铁西街道,152201005,铁西街道,152201,
都林街道,152201006,都林街道,152201,
五一街道,152201007,五一街道,152201,
城郊街道,152201008,城郊街道,152201,
乌兰哈达镇,152201100,乌兰哈达镇,152201,
葛根庙镇,152201101,葛根庙镇,152201,
太本站镇,152201102,太本站镇,152201,
义勒力特镇,152201103,义勒力特镇,152201,
乌兰哈达原种场,152201400,乌兰哈达原种场,152201,
呼和马场,152201401,呼和马场,152201,
乌兰浩特工业经济开发区,152201402,乌兰浩特工业经济开发区,152201,
乌兰浩特经济技术开发区,152201403,乌兰浩特经济技术开发区,152201,
阿尔山市林海街道,152202001,阿尔山市林海街道,152202,
阿尔山市新城街道,152202002,阿尔山市新城街道,152202,
阿尔山市温泉街道,152202003,阿尔山市温泉街道,152202,
伊尔施街道,152202004,伊尔施街道,152202,
阿尔山市天池镇,152202100,阿尔山市天池镇,152202,
阿尔山市白狼镇,152202101,阿尔山市白狼镇,152202,
阿尔山市五岔沟镇,152202102,阿尔山市五岔沟镇,152202,
明水河镇,152202103,明水河镇,152202,
科尔沁镇,152221100,科尔沁镇,152221,
索伦镇,152221101,索伦镇,152221,
德佰斯镇,152221102,德佰斯镇,152221,
大石寨镇,152221103,大石寨镇,152221,
归流河镇,152221104,归流河镇,152221,
居力很镇,152221105,居力很镇,152221,
察尔森镇,152221106,察尔森镇,152221,
额尔格图镇,152221107,额尔格图镇,152221,
俄体镇,152221108,俄体镇,152221,
满族屯满族乡,152221200,满族屯满族乡,152221,
乌兰毛都苏木乡,152221201,乌兰毛都苏木乡,152221,
阿力得尔苏木乡,152221202,阿力得尔苏木乡,152221,
巴拉格歹乡,152221203,巴拉格歹乡,152221,
桃合木苏木乡,152221204,桃合木苏木乡,152221,
跃进马场,152221400,跃进马场,152221,
索伦牧场,152221401,索伦牧场,152221,
阿力得尔牧场,152221403,阿力得尔牧场,152221,
公主陵牧场,152221404,公主陵牧场,152221,
绿水种畜场,152221405,绿水种畜场,152221,
科右前旗工业园区,152221407,科右前旗工业园区,152221,
巴彦呼舒镇,152222100,巴彦呼舒镇,152222,
巴仁哲里木镇,152222101,巴仁哲里木镇,152222,
吐列毛都镇,152222102,吐列毛都镇,152222,
杜尔基镇,152222103,杜尔基镇,152222,
高力板镇,152222104,高力板镇,152222,
好腰苏木乡镇,152222105,好腰苏木乡镇,152222,
代钦塔拉苏木乡,152222200,代钦塔拉苏木乡,152222,
新佳木苏木乡,152222201,新佳木苏木乡,152222,
哈日诺尔苏木乡,152222202,哈日诺尔苏木乡,152222,
额木庭高勒苏木乡,152222203,额木庭高勒苏木乡,152222,
巴彦茫哈苏木乡,152222204,巴彦茫哈苏木乡,152222,
巴彦淖尔苏木乡,152222205,巴彦淖尔苏木乡,152222,
布敦化牧场,152222400,布敦化牧场,152222,
吐列毛杜农场,152222401,吐列毛杜农场,152222,
孟恩套力盖矿区工作部,152222402,孟恩套力盖矿区工作部,152222,
布敦化矿区工作部,152222403,布敦化矿区工作部,152222,
音德尔镇,152223100,音德尔镇,152223,
新林镇,152223101,新林镇,152223,
巴彦高勒镇,152223102,巴彦高勒镇,152223,
胡尔勒镇,152223103,胡尔勒镇,152223,
阿尔本格勒镇,152223104,阿尔本格勒镇,152223,
巴达尔胡镇,152223105,巴达尔胡镇,152223,
图牧吉镇,152223106,图牧吉镇,152223,
好力保乡,152223200,好力保乡,152223,
巴彦乌兰苏木乡,152223201,巴彦乌兰苏木乡,152223,
宝力根花苏木乡,152223202,宝力根花苏木乡,152223,
阿拉达尔吐苏木乡,152223203,阿拉达尔吐苏木乡,152223,
巴彦扎拉嘎乡,152223204,巴彦扎拉嘎乡,152223,
努文牧仁乡,152223205,努文牧仁乡,152223,
图牧吉劳管所,152223400,图牧吉劳管所,152223,
保安沼监狱,152223401,保安沼监狱,152223,
乌兰监狱,152223402,乌兰监狱,152223,
乌塔其监狱,152223403,乌塔其监狱,152223,
种畜场,152223404,种畜场,152223,
八一牧场,152223405,八一牧场,152223,
巴达尔胡农场,152223406,巴达尔胡农场,152223,
突泉镇,152224100,突泉镇,152224,
六户镇,152224101,六户镇,152224,
东杜尔基镇,152224102,东杜尔基镇,152224,
永安镇,152224103,永安镇,152224,
水泉镇,152224104,水泉镇,152224,
宝石镇,152224105,宝石镇,152224,
学田乡,152224200,学田乡,152224,
九龙乡,152224201,九龙乡,152224,
太平乡,152224202,太平乡,152224,
东杜尔基国营农场,152224400,东杜尔基国营农场,152224,
格日勒敖都苏木乡,152501200,格日勒敖都苏木乡,152501,
二连浩特市社区建设管理局,152501400,二连浩特市社区建设管理局,152501,
二连边境经济技术合作区,152501401,二连边境经济技术合作区,152501,
希日塔拉街道,152502001,希日塔拉街道,152502,
宝力根街道,152502002,宝力根街道,152502,
杭盖街道,152502003,杭盖街道,152502,
楚古兰街道,152502004,楚古兰街道,152502,
额尔敦街道,152502005,额尔敦街道,152502,
南郊街道,152502006,南郊街道,152502,
巴彦查干街道,152502007,巴彦查干街道,152502,
阿尔善宝拉格镇,152502100,阿尔善宝拉格镇,152502,
宝力根苏木乡,152502200,宝力根苏木乡,152502,
朝克乌拉苏木乡,152502201,朝克乌拉苏木乡,152502,
巴彦锡勒街道乡,152502202,巴彦锡勒街道乡,152502,
巴彦宝拉格苏木乡,152502203,巴彦宝拉格苏木乡,152502,
锡林郭勒盟经济技术开发区,152502400,锡林郭勒盟经济技术开发区,152502,
白音库伦牧场,152502500,白音库伦牧场,152502,
贝力克牧场,152502501,贝力克牧场,152502,
毛登牧场,152502502,毛登牧场,152502,
别力古台镇,152522100,别力古台镇,152522,
洪格尔高勒镇,152522101,洪格尔高勒镇,152522,
查干淖尔镇,152522102,查干淖尔镇,152522,
那仁宝拉格苏木乡,152522200,那仁宝拉格苏木乡,152522,
伊和高勒苏木乡,152522201,伊和高勒苏木乡,152522,
吉尔嘎郎图苏木乡,152522202,吉尔嘎郎图苏木乡,152522,
巴彦图嘎苏木乡,152522203,巴彦图嘎苏木乡,152522,
玛尼图煤矿,152522400,玛尼图煤矿,152522,
阿旗德力格尔工业园区,152522401,阿旗德力格尔工业园区,152522,
满都拉图镇,152523100,满都拉图镇,152523,
查干敖包镇,152523101,查干敖包镇,152523,
巴彦淖尔镇,152523102,巴彦淖尔镇,152523,
巴彦乌拉苏木乡,152523200,巴彦乌拉苏木乡,152523,
赛罕高毕苏木乡,152523201,赛罕高毕苏木乡,152523,
洪格尔苏木乡,152523202,洪格尔苏木乡,152523,
达来苏木乡,152523203,达来苏木乡,152523,
苏尼特左旗芒来循环经济产业园区,152523400,苏尼特左旗芒来循环经济产业园区,152523,
恩格尔河灌区,152523500,恩格尔河灌区,152523,
